text,group
Yeah I will be getting quotations from the specialists now,btohqsg
Also. Go around look for black spots/patches on sofa/mattresses/cupboards/tables/luggages/bags. Basically every damn thing.Their nesting area always got black spots / patches. And one kind of smell.,btohqsg
Hey guys good morning hoq are you doing,btohqsg
This guy has been joining so many SG & MY groups and message the girls.  Tsk.. tsk.. tsk,btohqsg
Haha yeah and he was kicked out from one of the group .  Lol,btohqsg
you wanna eat porridge  with straw.. my signature  dish....,btohqsg
Haha what is porridge with straw??,btohqsg
The porridge must be super watery,btohqsg
sip it when its piping hot?,btohqsg
Haha I never heard use straw to eat porridge but the big siao long bao with straw have lah,btohqsg
but both got chance to get scalded,btohqsg
Msia MCO extended to 9th June,btohqsg
bro.. where r u?...  r u running or walking... if u r walking  wear a mask bro..,btohqsg
Looking for space/taikong sim card   singtel or starhub only   COD,btohqsg
JUST IN: Malaysia extends COVID-19 movement control order for four more weeks until Jun 9.https://cna.asia/2Wn6xJL,btohqsg
Hearsay teck whye got slashing incident,btohqsg
That's why I say Hearsay what,btohqsg
The video of 4 vs 5 at a block?,btohqsg
U don't talk so much la,btohqsg
Both of you chill. Mother's day today.,btohqsg
🍛Shin Kushiya Mother’s Day Special Deal🍛🎉 📣 Shin Kushiya Singapore is having their Mother’s Day Special Deal. We have a special platter for the lovely mothers out there. Fret not  though you can’t dine in at Shin Kushiya. This special curated set is for 4 PAXS that cost only $98.80!📅 8th May 2020 Onward📍Shin Kushiya  Vivocity🔗 / 📸https://bit.ly/2Wjf5Ba🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
🍗Wingstop Classic Wings Promo🍗🎉 📣 Wingstop Singapore is having their Classic Wings Promo. Enjoy exclusive online offer of free 6pc Boneless Wings when you purchase 20pc Classic Wings.📅 8th May 2020 Onward📍Wingstop Singapore Online🔗 / 📸https://bit.ly/3bgacgB🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
🥤R&B Tea x Grove 🥤➡ R&B Tea delivery📆 Now (end-date unspecified)🕕 11am - 8pm💃 Grove via GrabFood (East) & Oddle (Islandwide)📍 Singpost Centre outlet only❗️ NA for Grove counter purchase🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
🍔 McDonald’s 🍟➡️ MCD back in operation📆 11 May onwards🕕 7am - 9pm💃 Takeaways  delivery & drive-thru📍 All outlets🙅‍♀️ Except Parks  Tourist and selected school outlets🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
👜Charles & Keith Trending Bag Sale👜🎉 📣  Charles & Keith Singapore is having their Trending Bag Sale. Enjoy Great deals Amazing discounts and many more.SALE: Enjoy up to 50% off bags.📅  6th May 2020 Onward📍Charles & Keith Singapore Online🔗 / 📸https://bit.ly/2SQJ9Sp🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
you need free food and lodging at changi?,btohqsg
How come go piak also kena $300?,btohqsg
But 85 year old uncle can still piak. Steady ah!,btohqsg
Haiz  so many senior citizens break the law,btohqsg
They have to answer to their wives,btohqsg
Maybe is the wife give the husband money to find prostitute,btohqsg
Not prostitution it’s a non essential activity. Hahaha,btohqsg
The thought of ejecting your genes to someone else you hardly know lol,btohqsg
i am pretty sure its not the right guy in the video,btohqsg
Is not him lah  don't anyhow post without clarifying facts,btohqsg
Hi is anyone offering drilling & installation service? Urgent  can pm me?,btohqsg
https://www.todayonline.com/singapore/19-men-including-85-year-old-face-fines-flouting-circuit-breaker-after-being-foundThinking with their second head. 🤔,btohqsg
Why the 85 years Uncle just don’t fuck his granddaughter to satisfy his crave of sensual needs?,btohqsg
Hey Loser  still awaiting  for ur reply openly in other gc.. LOL,btohqsg
I think u trip a lot better go imh,btohqsg
We will see who's d 1...lol.. Lata I Wil show u,btohqsg
Tomorrow is the day I go cut my hair,btohqsg
The police are investigating a murder after a 38-year-old man who was found injured along Punggol Field died from his injuries.https://cna.asia/3dBNvES,btohqsg
He can eat crave to satisfy his crave,btohqsg
🍗NeNe Chicken Deliver Promo at Boss Happy Delivery🍗🎉 📣 NeNe Chicken Singapore is having their Deliver Promo at Boss Happy Delivery. Order for your family and friends whom you wished you could eat with but can’t due to circuit breaker.Staying safe and staying home is important to us so order now online.📅 Now till 1st June 2020📍Boss Happy Delivery Singapore Online🔗 / 📸https://bit.ly/35Nbhvb🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
🍔 KFC 🍗➡️ $1 Zinger Burger & Pepsi Black (reg)📆 Now - 8 Jun📍 KFC Kiosk  App & Website💃 Takeaway & Delivery❗️ Promo code from UPGREAT app (members only)🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
🍩 Krispy Kreme 🍩➡️ Krispy Kreme reopening📆 12 May onwards📍 All outlets🙅‍♀️ Except RWS & Changi outlets❗️ Takeaways & Deliveries only🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
Topicrem: Free Ultra-Moisturizing Serum Sample💋 +115% skin hydration boost with your moisturizer💋 0% Paraben  Silicone  Colourant  Alcohol💋 Limited to 1 sample pack per person💋 While Stocks LastRedeem here:bit.ly/2SMF3e4🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
They can eat under the void deck,btohqsg
The man standing is a chinese. He also break fast?,btohqsg
