text,group
the organisers promoting food to buy,btohqsg
Ya away from residential so they kinda give kao kao,btohqsg
dont worry ive seen a hiace with some horrible sound,btohqsg
like he just change the exhaust tip,btohqsg
This one mat/minah just want to ups only,btohqsg
every malay have a “ mat”blood in them,btohqsg
HAHAHHA YES MY FRENS CALL ME MAT SIA,btohqsg
i take this to the meet see y'all there,btohqsg
i dream host car meet one day but i shall not rush 👍,btohqsg
i will need whole parking lot thanks,btohqsg
i feel like i youngest here,btohqsg
but with a rented car ah,btohqsg
and i the one owning this gc 😭😭😭,btohqsg
No la you all just change the number position only la,btohqsg
as teens must live life to the fullest,btohqsg
just dont get caught doing the stupid stuff,btohqsg
police there must follow lawpolice not there everything legal,btohqsg
Only if sg highways are like autobahn…,btohqsg
highest i go 120-130 kmh 💀,btohqsg
Travel there ah then can feel,btohqsg
got one at clementi there tall ass building nice view,btohqsg
Custom make ramp car for TP,btohqsg
Help us clear road of road hoggers,btohqsg
even the white horse lose this time,btohqsg
wat car mods in sg seems illegal but is not,btohqsg
Anyone else going this sunday to the car meet? HDC.,btohqsg
seen wayyy to many cars with turbos in it,btohqsg
Wide body that one approved ah,btohqsg
i thot air suspension was illegal,btohqsg
cuz u know lta doo doo,btohqsg
as i hear i a bmw go buy,btohqsg
Having abit stroke ah reading haha jkjk,btohqsg
just saw a civic fd2r go by,btohqsg
bro my estate got one rx8,btohqsg
wah but the owner put carbon hood but nvr take care,btohqsg
there was an rx8 at my estate,btohqsg
I have some hybrid cars the reverse sensor noisy,btohqsg
ive seen a rx7 fc near scrap facilities 🥲,btohqsg
Lai i got a task for u guys,btohqsg
car sold off for a macan 😫,btohqsg
i would buy that car for $20 n 50 mcnuggets with any sauce,btohqsg
yo u guys like thegreenvipers wrx,btohqsg
so good ah can go ride in ppls car,btohqsg
Yasia how u get all these payung ah,btohqsg
and being good at taking photos,btohqsg
eh lemme ride oso leh HAHA,btohqsg
Sorry no pops but guess what car,btohqsg
i was gna buy a dslr for bus spotting,btohqsg
but i give up on that community long sgo,btohqsg
I use pro max oni but im not really a photographer so yea ://///,btohqsg
