text,group
Hi Everyone  welcome to BTOHQ's Discussion Channel! 👋Talk and share about BTO projects  analysis and everything else with your fellow neighbours! 👬👭🚫 No Advertisements please!Remember to be nice and respect each other! 🤝Track your BTO T.O.P progress here:https://www.btohq.com/bto-top-trackerIndividual Town BTO Discussion Group:Bidadari BTO | BTOHQSengkang BTO | BTOHQGeylang BTO | BTOHQTengah BTO | BTOHQTampines BTO | BTOHQPunggol BTO | BTOHQ,btohqsg
8 July Update:Fernvale Glades Development Progresshttps://www.btohq.com/development-progress/bto/fernvale-glades,btohqsg
9 July Update:Matilda Sundeck Development Progresshttps://www.btohq.com/development-progress/bto/matilda-sundeck,btohqsg
10th July: Woodleigh Village Development Update:https://www.btohq.com/development-progress/bto/woodleigh-village,btohqsg
12 July Update:Northshore Edge Development Progresshttps://www.btohq.com/development-progress/bto/northshore-edge,btohqsg
Is there any rivervale shore bto group here at telegram? Thanks,btohqsg
There is one Sengkang BTO group  you can join that one! :),btohqsg
17 July Update:Check out Woodleigh Hillside's July 2020 updated development progress!https://www.btohq.com/development-progress/bto/woodleigh-hillsideLike and follow BTOHQ for future updates!,btohqsg
Can invite friends to join too😂👍,btohqsg
anyone waiting for your BTO to TOP?,btohqsg
Me Sundeck 97% hope no delay,btohqsg
97% should be getting keys end of this year right,btohqsg
Hmm..Alkaff oasis 92% by year end?,btohqsg
Hi   anyone BTO Toa Payoh ridge ?,btohqsg
Yeah they go by batches for key collection though  so must wait for hdb letter haha,btohqsg
the big A4 sized letter from HDB  sure excites you upon receiving it,btohqsg
why are we the only very few chatting,btohqsg
Check out Plantation Acres's July 2020 updated development progress.Like and follow BTOHQ for future updates!#tengah#bto#plantationacreshttps://www.btohq.com/development-progress/bto/plantation-acres,btohqsg
Check out Plantation Grove's July 2020 updated development progress.Like and follow BTOHQ for future updates!#tengah#bto#plantationgrovehttps://www.btohq.com/development-progress/bto/plantation-grove,btohqsg
Which projects u guys from hehe,btohqsg
Check out Plantation Grange's July 2020 updated development progress.Like and follow BTOHQ for future updates!#tengah#bto#plantationgrangehttps://www.btohq.com/development-progress/bto/plantation-grange,btohqsg
I tried that one but cannot get queue haha,btohqsg
I ballot for fun after I gave up my ballot for punggol 2 projects,btohqsg
Hello everyone  nice to meet you all  is anyone able to advise me when is the next upcoming Sale Of Balance Flats?,btohqsg
Hi  new to this group  just to ask if anyone here knows when is the new upcoming sale of balance flats exercise?,btohqsg
Not really sure leh  maybe can look out for august de  see have ma,btohqsg
📌 Covid-19: We have updated our T.O.P tracker with estimated delay date for some of the projects due to construction halts during circuit breaker  visithttp://www.btohq.com/bto-top-tracker⚠️ Disclaimer: Always check with HDB (hdb.gov.sg) for more accurate information.,btohqsg
Hi  i saw an update on bto hq  how were the bto projects identified to be delayed?,btohqsg
yo  the projects is estimated only  u will still need to go hdb check wan😊https://www.straitstimes.com/singapore/housing/some-bto-flats-may-be-delayed-up-to-nine-months-up-from-previous-six-months-hdb,btohqsg
Hello anyone know how the website determine if BTO is delayed due to covid?,btohqsg
Hi btohq  where did u get the info that some of the specific projects may delay up to 9 months? HDB informed you?,btohqsg
Ya. Thats my question also as km really curious how some project is being delay while some is not.,btohqsg
You will get email if your bto is delayed,btohqsg
Dear future BTO owners Many projects have been delayed due to temporary halt of construction works during the two-month circuit breaker period which started on April 7.The T.O.P progress tracker is just an estimated progress date that we can estimate at our best effort at the moment  do check with HDB for your specific project’s actual T.O.P date.If you have any information on your project’s T.O.P date  you may wish to share with us so we can update on our site  so the community can receive more accurate information about each projects.Stay safe everyone! 😷,btohqsg
Pine Vista did not state any change from the pervious completion date,btohqsg
hi  if anyone able to share some updates on the ANG MO KIO COURT BTO (Street 23) progress?https://www.btohq.com/bto-project-spec/ang-mo-kio-courtAppreciate.,btohqsg
May I know when is pcd for tampines greendew?,btohqsg
Check out Tampines Greenglen's August 2020 updated development progress!Like and follow BTOHQ for future updates!#tampines#bto#tampinesgreenglenhttps://www.btohq.com/development-progress/bto/tampines-greenglen,btohqsg
Check out Tampines Greendew's August 2020 updated development progress!Like and follow BTOHQ for future updates!#tampines#bto#tampinesgreendewhttps://www.btohq.com/development-progress/bto/tampines-greendew,btohqsg
Check out Tampines GreenFoliage's August 2020 updated development progress!Like and follow BTOHQ for future updates!#tampines#bto#tampinesgreenfoliagehttps://www.btohq.com/development-progress/bto/tampines-greenfoliage,btohqsg
then what's the purpose of this chatroom,btohqsg
Good morning  is anyone here applying for the upcoming BTO at Tengah?,btohqsg
Was suppose to collect in July.. but has been pushed back another 6 months,btohqsg
Guess it is across the board sorts,btohqsg
Depends on the scale of the proj i guess,btohqsg
Well.. most of us just want a roof over our heads.. and space to built with our loved ones.. the rest will have to wait bah..,btohqsg
just did not expect 6 months.,btohqsg
I dunnoe man.. just keeping safe for now.. cos nothing is certain,btohqsg
More upfront .. just dunnoe how the interest would behave esp since now its no longer on sibor,btohqsg
have received update from hdb.  delay to Q2 2021.  do check your HDB portal and shd hv updated.  see u in 2021!,btohqsg
