text,group
Lol!!! You are such a lame person!!! TMD,btohqsg
Garmen tell people stay at home  he don't listen,btohqsg
They are the law  they want to hug each other or play with playground swing also won't get into trouble,btohqsg
Why you like to work in sg  India is now superpower.If you work in India  your descendants will respect you for building India. In sg  you will just be replaced when you get old.,btohqsg
Dun like that lah.... when my founding PM passed away  India 🇮🇳 flew half mast..... they are our frens,btohqsg
wrong time to look for job opportunities now. if ur currently employed  better stick to it.,btohqsg
They can eat under the blk. Like taxi drivers and Grab Drivers  u don't know meh?,btohqsg
waiting for part 2 to come out.,btohqsg
Not even fierce at allLike a mouse squeaking,btohqsg
Actually ah   all these wear masks scan entry exit etc is really very troublesome,btohqsg
But to react like this is a bit ..........,btohqsg
What is troublesome? Furthermore  some of them are just working there tho. Like why give them a hard time. Want scold also not scold them one what.,btohqsg
This is a new normal  If can't use to it. Better leave this country to US.,btohqsg
"""If I dont put my bloody mask  wat do u want?""Kinky",btohqsg
CB making everyone a little antsy 😅,btohqsg
It’s troublesome as in Not comfortable etc BUT like I say of course u can’t scold pple and in case is Wan to fight with the I presume staff or those SD ambassadors,btohqsg
Anyway I nowHope he does not get into trouble,btohqsg
Bobian la. It is for public health. How effective I'm not sure but definitely better than no measures. Stay safe everyone,btohqsg
👟Adidas Men’s Edge Xt Sale👟🎉 📣 Adidas Singapore is having their Men’s Edge Xt Sale on Royal Sporting House. Get additional 10% discount when you spend min. $100.📅  11th May 2020 Onward📍Royal Sporting House Online Store🔗 / 📸https://bit.ly/2WQqjvR🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
M.A.C Cosmetics: Buy 2 Gift 2💋 12-16 May💋 Purchase any 2 full-sized products and receive 2 MINI M.A.C Lipsticks💋 Only on M.A.C Lazada Office Store💋 Exclusive $5 off $40 voucher💋 Limited vouchers available. Standard exclusions apply.Redeem voucher here:bit.ly/mac-sgbb🇸🇬 Your Best Choice!!👉@SGcheapo😉💌 Forward to share the love❣,btohqsg
