text,group
Hey yall! This Saturday going to have a Team Photoshoot. If can please go and put up the#TEAMSCDsunshade before the shoot date  😍Anyone else coming?Encourage all Admins to turn up pleaseAll photographers here can turn up tooTIME: 10PM onwardsLocation: Marina Bay areaConfirmed:1.@PilotAviator212.@jonchua923. @ Roi4.@kennyluafs5.@RecRab6.@Jonathan7.@TERRANCEEEE8.@j0kerz49.@rocketbunnyneo11.@FNXLKiller12.@SolahxKikouTBC:1.@Gerardo85h(TBC)2.@DefaultuserCybernet(TBC)3.@whitehorse_sg(TBC)4.@Tonytannnnnnnn(TBC)5.@choronicesmu(TBC)6.@daryl_YY(TBC)7.@ajhsuper97(TBC)8.@Milosg9.@boXXvan10.@PengwyneyNot coming:@thatsusjon@DEVEN_03,btohqsg
This is the lastest…Pls don’t take old list,btohqsg
I have appt in 30 mins,btohqsg
U do me a fav. help me buy black spray paint. LOL@jonchua92,btohqsg
Any tha can freakin spray the car,btohqsg
😂 Hahaha black ah cfm ah. Okom,btohqsg
OK later buy le let you know,btohqsg
Wa this admin got PA haha,btohqsg
I gg spray my whole lip black,btohqsg
🔸️SPONSORED POST🔸️Enjoy 10% OFF ALL services just for SCD members!Workshop:✨️FDK Leasing & Services,btohqsg
JUST THAT I NO TIME GO DOWN,btohqsg
Oh haha. For car. Sld make time. Haha,btohqsg
We take the bumper from the workshop tonight meet we install for her,btohqsg
Can call in the workshop say you coming later ma,btohqsg
Bumper install I think very fast de,btohqsg
My appt from drag till 8-9 kind,btohqsg
I know how u put ur car at workshop. Ur PA drive u to ur appointment,btohqsg
Sibei good idea  but I will kena fuck by my wife and from coming to not coming,btohqsg
Later I'll look around my area see where got sell the black spray,btohqsg
I'm gonna diy the fuck out of my car.,btohqsg
Later i'm coming  I need someone who stay sengkang to pick me up  so you from sengkang and you ok to fetch me pm me,btohqsg
Wah siao liao my car look sibei tiong,btohqsg
I definitely might need a car wash  unless I lazy and self wipe later,btohqsg
Meet up around 10pm @mbs so I say give it like 9pm,btohqsg
Why not we all just meet at MF11 first,btohqsg
Let me go thr diy my damn car first. Those wanna wash  wash,btohqsg
Those wnna eat go eat no need come Mf11.,btohqsg
Then we meet @ mbs ard 10-11,btohqsg
I admin i say what means what,btohqsg
IF I DONT SETTLE ON ONE THING U ALL DISCUSS UNTIL NO NEED COME ALR,btohqsg
😍 let’s put a open pod and call our cars fully modded@flaraholic,btohqsg
around what time are we endjng ah,btohqsg
should we add a exhaust tip on our exhaust ?,btohqsg
hi type r kor kor 🥹,btohqsg
😭 still dk if ican come or not hahah,btohqsg
I come the more you should come no?,btohqsg
Are u coming in fox suit,btohqsg
