text,group
have no car but here cos cars are cool,btohqsg
its fine i oso no car lol,btohqsg
i have car but it aint as cool,btohqsg
i have a very boring car im just here to see other cars (that i cannot afford),btohqsg
Nice to meet you young enthusiast,btohqsg
all cars are nice what HAHA,btohqsg
at least can have a car can liao,btohqsg
i have car buts it 7 seater,btohqsg
make it like that vw van,btohqsg
I used to be stock but not anymore🥲,btohqsg
gonna get confused between sg car mart & sg car meet 🤣,btohqsg
know which is which can alr,btohqsg
id simplify it to SCM but ltr idk why id think ppl get confused between SCM and HDC,btohqsg
my telegram is filled with car grps and chats,btohqsg
nvm ah just leave ut liddat,btohqsg
lucky never kena spam add into vape chats alr,btohqsg
i didnt expect so many ppl join so fast leh wtheck,btohqsg
aight so whats yalls dream cars?,btohqsg
s2000 but realistically i prolly jst gna buy a car at JB,btohqsg
wah got exact photo alr HAHA,btohqsg
I at Serangoon garden got 2 evo10 and 1 evo9,btohqsg
if i go msia buy car i buy S15,btohqsg
r32 gtst cuz um family u know need those 4 doors or mayb cut the kids leg and pit behind,btohqsg
the red & black colour just looks very fierce,btohqsg
It took me 4 years to get it 😂,btohqsg
As long as its a nissan,btohqsg
ya bro but so ex 🥲,btohqsg
@greylittlethreehere. Can follow my Instagram 😁,btohqsg
HAHA got car can alr la imo  as long as u think its great its great,btohqsg
now i see alot of those mazda 6s wagon people do damn nice,btohqsg
Who is the admin of the other group can pm me,btohqsg
We should have a meet up to Malaysia 😂,btohqsg
if you know you know 😉,btohqsg
Dream car is alfa romeo giulia quadrifoglio,btohqsg
like the same as Freshkicks nismo gtr,btohqsg
eh we only small groupchat not a actual car group la HAHA,btohqsg
Ouishh this one nice siaa  got sell in sg??,btohqsg
yep i saw it on singapore roads,btohqsg
Nevermind la eventually it will grow mah,btohqsg
idt i can host also leh HAHA i still damn young compared to most of uall,btohqsg
can buy almost 2 evo 9 🤣,btohqsg
The coe now i think buy paper only,btohqsg
i only created the car meet channel thing for fun then suddenly i go home 700+ member,btohqsg
Slowly bro everyone can help one another,btohqsg
no matter how much they say no revving  some fools will still rev their car,btohqsg
we boo them if they rev,btohqsg
same goes for the streetaddicts meetup 🤣,btohqsg
If u guys see me on the road or car meet give me a thumbs up👍 also can follow my insta : thatcivicfc,btohqsg
yep just like the meet on 11 june,btohqsg
I driving now. Reply you guys later👍🏼😁,btohqsg
