text,group
i saw you that day then like,btohqsg
i think u have the kancer,btohqsg
We talking like size of the moon or what,btohqsg
i frgt which meet it was,btohqsg
no actually alls that left is one line of hair,btohqsg
😓 idw to meet u anym,btohqsg
can u show your bald spot,btohqsg
Are u saying hazel this whole time wearing wig?,btohqsg
wow i can so expose aj rn he loves me fr,btohqsg
i can delete what ever u expose,btohqsg
"i texted u before i saw the ""idw to meet u anym"" because i didnt wanna trigger ur insecurities",btohqsg
We love corrupt admins(joke) im racist(not a lie) relax(i nak berak),btohqsg
i js saw your profile of the gopro set up. cool setup man,btohqsg
but how did u use the rode mic,btohqsg
shit bruh must be the 5 packs of oreo I just ate jn,btohqsg
anyone got more photos of the meet?,btohqsg
i really wna know cause my gopro no mic place,btohqsg
oh no guys the cops pulled me over because they caught me texting yall while driving to gotham,btohqsg
I got cinematics vhs tapes alladat,btohqsg
guys sorry i cant text anymore,btohqsg
arjun got got caught sexting gotham hoes,btohqsg
r u taking the kids to custodt,btohqsg
I hope opp party get 100% of the settlement,btohqsg
guys nvm they were chill the cop just wanted a picture w me,btohqsg
hey hey hey woah woah woah woah,btohqsg
his buddy helped to take the pic,btohqsg
ok this one i giggleded longer,btohqsg
Im currently omw to save gotham because they need my saving btw,btohqsg
ok Im back in now time to head to gotham,btohqsg
sorry the pic q bad because of all the tech that makes my phoneshit,btohqsg
Yall dont play gotham got budget for 3 shifters,btohqsg
Most hoes don't wanna be saved,btohqsg
it disrupts the camera's thingamajang and the repartafgerge,btohqsg
ok she wasnt even talking LMAOO,btohqsg
alamak i jst realized i recorded the r34 stalling his car i feel bad 💀,btohqsg
Its the r34 vid on my tiktok,btohqsg
ok this is actually admin abuse im sorry hazel don report,btohqsg
sorry batman doesnt have time to go over to tiktok,btohqsg
Double it and give it to the next person,btohqsg
FUCKK THE THIRD CLIP DAMN FUNNY SORRY R34 OWNER,btohqsg
ggs shes gonna listen to lil peepe,btohqsg
Im using videomic pro plus with addtional cable VC 1 rode cable..it will perform much more indie sound and raw..good for motorsport sound such like F1 or motogp to capture.same like using NTG 5 with rode blimp.,btohqsg
I FEEL BAD CUZ ITS ALR ONLINE BUT IDW REMOVE CUZ IW VIEWS😔,btohqsg
everyone gon comment ab that bro fs,btohqsg
EH U DON COMMENT ON IT AH LATER TRENDHOPPER💀,btohqsg
my gallardo vid also ppl just talking ab the guy on all fours on the road lol,btohqsg
im waiting for arjuns comment rn,btohqsg
in my defense ( im the engine) i braked,btohqsg
if the vid blows up youre welcome,btohqsg
i mean its a good convert tho,btohqsg
